Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.580,0.470,0.150,0.907,0.444,0.185,0.244,11
M,0.580,0.470,0.165,1.041,0.540,0.166,0.279,9
F,0.585,0.465,0.165,0.935,0.404,0.228,0.259,9
F,0.585,0.460,0.165,1.058,0.486,0.250,0.294,9
F,0.595,0.465,0.145,0.795,0.343,0.179,0.242,10
F,0.600,0.470,0.170,1.081,0.499,0.225,0.321,9
M,0.600,0.470,0.150,0.928,0.422,0.183,0.275,8
F,0.600,0.475,0.155,1.059,0.441,0.190,0.390,11
M,0.600,0.475,0.230,1.157,0.522,0.224,0.360,11
F,0.600,0.475,0.170,1.088,0.490,0.247,0.310,10
F,0.600,0.485,0.145,0.776,0.354,0.159,0.239,9
F,0.620,0.480,0.165,1.043,0.483,0.221,0.310,10
M,0.625,0.480,0.160,1.141,0.580,0.214,0.290,9
F,0.625,0.475,0.160,1.333,0.605,0.287,0.319,10
F,0.625,0.500,0.175,1.273,0.564,0.302,0.374,9
M,0.625,0.490,0.165,1.183,0.517,0.237,0.390,11
M,0.625,0.485,0.160,1.214,0.631,0.224,0.302,9
I,0.630,0.465,0.150,1.032,0.426,0.240,0.325,11
M,0.635,0.495,0.170,1.369,0.657,0.305,0.365,10
M,0.650,0.515,0.185,1.375,0.750,0.180,0.369,12
M,0.650,0.515,0.180,1.463,0.658,0.314,0.411,11
F,0.650,0.520,0.195,1.627,0.689,0.391,0.432,11
F,0.650,0.475,0.165,1.387,0.580,0.348,0.309,9
M,0.655,0.525,0.160,1.460,0.686,0.311,0.405,11
F,0.655,0.530,0.165,1.284,0.583,0.126,0.400,8
F,0.660,0.500,0.155,1.377,0.648,0.288,0.335,12
M,0.660,0.515,0.200,1.647,0.749,0.422,0.401,11
M,0.675,0.515,0.145,1.265,0.603,0.299,0.325,10
M,0.685,0.530,0.170,1.560,0.647,0.383,0.465,11
M,0.715,0.520,0.180,1.600,0.708,0.352,0.445,12
M,0.735,0.555,0.220,2.333,1.240,0.364,0.620,12
I,0.175,0.125,0.040,0.028,0.009,0.008,0.009,4
I,0.370,0.285,0.095,0.226,0.114,0.051,0.068,8
I,0.395,0.300,0.090,0.285,0.139,0.062,0.077,5
I,0.420,0.325,0.110,0.325,0.124,0.075,0.102,7
I,0.455,0.370,0.110,0.514,0.238,0.123,0.126,8
I,0.495,0.375,0.115,0.576,0.310,0.115,0.140,8
F,0.510,0.375,0.110,0.581,0.286,0.118,0.148,7
M,0.515,0.390,0.140,0.678,0.341,0.133,0.119,8
M,0.545,0.430,0.155,0.803,0.409,0.144,0.228,7
F,0.555,0.405,0.120,0.913,0.459,0.196,0.206,9
M,0.580,0.450,0.160,0.868,0.394,0.221,0.215,9
F,0.590,0.465,0.170,1.042,0.464,0.240,0.270,10
M,0.600,0.460,0.180,1.140,0.423,0.258,0.365,10
F,0.610,0.490,0.170,1.347,0.705,0.250,0.304,11
M,0.615,0.475,0.155,1.073,0.438,0.259,0.310,11
M,0.615,0.475,0.190,1.433,0.732,0.305,0.329,9
M,0.615,0.495,0.200,1.304,0.580,0.311,0.371,14
M,0.620,0.460,0.160,0.951,0.491,0.200,0.228,9
M,0.630,0.515,0.170,1.385,0.635,0.295,0.380,11
F,0.640,0.500,0.170,1.120,0.495,0.265,0.320,12
F,0.640,0.500,0.170,1.264,0.565,0.338,0.315,9
F,0.655,0.455,0.170,1.275,0.583,0.303,0.333,8
M,0.655,0.505,0.165,1.270,0.604,0.262,0.335,10
M,0.660,0.530,0.175,1.583,0.740,0.350,0.405,10
F,0.665,0.500,0.175,1.435,0.643,0.345,0.370,9
F,0.670,0.525,0.195,1.420,0.573,0.368,0.391,10
M,0.690,0.530,0.190,1.595,0.678,0.331,0.480,10
M,0.715,0.525,0.200,1.890,0.950,0.436,0.430,10
F,0.735,0.565,0.225,2.037,0.870,0.514,0.568,13
I,0.270,0.205,0.050,0.084,0.030,0.018,0.029,6
I,0.285,0.225,0.070,0.101,0.043,0.018,0.035,7
I,0.295,0.220,0.085,0.129,0.059,0.027,0.036,5
I,0.300,0.225,0.075,0.135,0.057,0.028,0.044,5
I,0.300,0.220,0.065,0.119,0.052,0.015,0.035,5
I,0.360,0.265,0.085,0.190,0.072,0.051,0.055,6
I,0.370,0.275,0.095,0.257,0.102,0.055,0.083,6
I,0.390,0.290,0.090,0.275,0.135,0.045,0.078,8
I,0.435,0.325,0.100,0.342,0.134,0.084,0.105,6
I,0.440,0.340,0.105,0.344,0.123,0.081,0.125,8
I,0.440,0.320,0.095,0.328,0.149,0.059,0.100,8
I,0.445,0.345,0.120,0.404,0.169,0.083,0.130,7
I,0.465,0.370,0.115,0.407,0.151,0.093,0.145,9
I,0.465,0.355,0.120,0.497,0.237,0.099,0.140,8
I,0.470,0.345,0.120,0.368,0.152,0.061,0.125,8
I,0.475,0.365,0.105,0.417,0.165,0.099,0.127,7
I,0.475,0.335,0.100,0.443,0.190,0.086,0.135,9
I,0.475,0.350,0.125,0.422,0.191,0.079,0.136,9
I,0.485,0.365,0.125,0.426,0.163,0.097,0.151,8
I,0.490,0.390,0.120,0.511,0.221,0.103,0.174,9
I,0.515,0.405,0.130,0.573,0.213,0.134,0.195,9
I,0.520,0.415,0.140,0.638,0.294,0.141,0.171,8
I,0.525,0.405,0.125,0.657,0.298,0.150,0.168,10
F,0.525,0.425,0.140,0.874,0.420,0.182,0.223,10
I,0.530,0.425,0.130,0.781,0.391,0.201,0.215,9
I,0.530,0.420,0.140,0.676,0.256,0.185,0.208,9
M,0.530,0.410,0.125,0.769,0.346,0.173,0.215,9
I,0.530,0.395,0.125,0.624,0.297,0.108,0.195,11
M,0.535,0.405,0.140,0.732,0.336,0.156,0.190,7
I,0.535,0.450,0.155,0.807,0.365,0.148,0.260,10
M,0.545,0.410,0.140,0.737,0.349,0.150,0.212,9
F,0.545,0.410,0.125,0.654,0.294,0.132,0.205,10
I,0.550,0.415,0.150,0.791,0.353,0.176,0.236,10
I,0.550,0.450,0.140,0.753,0.344,0.133,0.240,8
I,0.550,0.400,0.135,0.717,0.332,0.149,0.221,9
I,0.555,0.430,0.150,0.783,0.345,0.175,0.247,9
I,0.575,0.450,0.145,0.872,0.468,0.180,0.217,9
I,0.575,0.440,0.150,0.983,0.486,0.215,0.239,8
F,0.585,0.420,0.155,1.034,0.437,0.223,0.320,11
F,0.585,0.465,0.145,0.986,0.432,0.214,0.284,10
I,0.585,0.460,0.140,0.763,0.326,0.153,0.265,9
M,0.590,0.465,0.135,0.990,0.423,0.199,0.280,8
I,0.595,0.470,0.135,0.936,0.434,0.184,0.287,10
F,0.595,0.440,0.135,0.964,0.500,0.172,0.258,10
F,0.595,0.460,0.155,1.046,0.457,0.240,0.308,10
F,0.595,0.450,0.165,1.081,0.490,0.253,0.279,12
M,0.600,0.470,0.160,1.012,0.441,0.202,0.305,10
F,0.600,0.500,0.160,1.122,0.509,0.256,0.309,10
M,0.605,0.490,0.165,1.125,0.492,0.222,0.355,11
F,0.605,0.490,0.150,1.135,0.430,0.253,0.350,10
M,0.610,0.450,0.190,1.081,0.517,0.249,0.293,10
F,0.610,0.495,0.165,1.083,0.453,0.273,0.317,9
M,0.615,0.470,0.175,1.242,0.568,0.287,0.317,11
M,0.620,0.500,0.180,1.391,0.726,0.280,0.332,11
M,0.620,0.525,0.155,1.085,0.454,0.197,0.350,10
I,0.620,0.470,0.155,0.966,0.447,0.171,0.284,11
M,0.620,0.480,0.165,1.085,0.481,0.258,0.305,10
F,0.625,0.485,0.135,1.302,0.610,0.268,0.360,14
I,0.625,0.485,0.160,1.150,0.525,0.257,0.332,11
I,0.630,0.490,0.170,1.217,0.551,0.212,0.310,11
F,0.630,0.505,0.195,1.306,0.516,0.331,0.375,9
M,0.640,0.500,0.175,1.273,0.506,0.292,0.405,13
M,0.645,0.510,0.190,1.486,0.644,0.296,0.425,12
M,0.650,0.520,0.170,1.365,0.616,0.288,0.360,11
M,0.650,0.495,0.170,1.276,0.622,0.231,0.399,11
M,0.650,0.495,0.160,1.208,0.550,0.270,0.320,10
F,0.650,0.520,0.195,1.281,0.599,0.246,0.383,10
M,0.650,0.525,0.205,1.427,0.690,0.306,0.435,13
M,0.650,0.510,0.175,1.155,0.495,0.203,0.385,12
F,0.650,0.510,0.175,1.350,0.575,0.316,0.389,10
M,0.650,0.525,0.190,1.369,0.598,0.296,0.400,11
F,0.660,0.530,0.170,1.431,0.622,0.309,0.398,10
M,0.660,0.510,0.180,1.261,0.500,0.234,0.339,10
F,0.665,0.540,0.195,1.764,0.851,0.361,0.470,11
F,0.670,0.510,0.155,1.278,0.560,0.304,0.358,11
M,0.670,0.540,0.195,1.217,0.532,0.274,0.332,11
F,0.670,0.540,0.200,1.460,0.643,0.328,0.416,9
F,0.675,0.535,0.185,1.558,0.704,0.402,0.400,11
M,0.675,0.510,0.170,1.527,0.809,0.318,0.341,11
F,0.675,0.530,0.195,1.498,0.620,0.375,0.425,9
M,0.685,0.550,0.190,1.885,0.890,0.410,0.489,10
M,0.685,0.535,0.175,1.432,0.637,0.247,0.460,11
M,0.705,0.550,0.210,1.438,0.655,0.326,0.462,11
F,0.705,0.530,0.170,1.564,0.612,0.394,0.440,10
M,0.710,0.555,0.175,2.140,1.246,0.372,0.434,11
F,0.725,0.560,0.185,1.792,0.873,0.367,0.435,11
M,0.780,0.600,0.210,2.548,1.194,0.575,0.674,11
I,0.235,0.130,0.075,0.159,0.069,0.037,0.046,5
I,0.350,0.250,0.100,0.402,0.172,0.063,0.126,7
I,0.360,0.250,0.115,0.465,0.210,0.105,0.128,7
I,0.380,0.280,0.095,0.288,0.165,0.043,0.067,7
F,0.380,0.320,0.115,0.647,0.323,0.133,0.164,7
M,0.430,0.310,0.130,0.648,0.274,0.163,0.184,9
I,0.465,0.360,0.105,0.452,0.220,0.159,0.103,9
I,0.470,0.355,0.120,0.491,0.176,0.113,0.133,9
F,0.485,0.365,0.150,0.914,0.414,0.199,0.273,7
M,0.495,0.375,0.155,0.976,0.450,0.229,0.247,9
I,0.500,0.395,0.145,0.786,0.332,0.181,0.245,8
M,0.505,0.400,0.150,0.775,0.344,0.157,0.185,7
I,0.510,0.375,0.150,0.842,0.385,0.156,0.255,10
M,0.510,0.380,0.135,0.681,0.344,0.142,0.170,9
M,0.515,0.370,0.115,0.615,0.342,0.155,0.146,9
F,0.550,0.415,0.180,1.165,0.502,0.301,0.311,9
F,0.575,0.420,0.190,1.764,0.914,0.377,0.409,10
M,0.605,0.455,0.160,1.121,0.533,0.273,0.271,10
M,0.615,0.505,0.165,1.167,0.489,0.295,0.345,10
M,0.615,0.475,0.150,1.038,0.476,0.233,0.283,9
M,0.625,0.480,0.180,1.223,0.565,0.297,0.338,10
M,0.625,0.470,0.150,1.124,0.556,0.232,0.287,9
F,0.635,0.505,0.170,1.264,0.512,0.322,0.355,9
F,0.650,0.525,0.165,1.238,0.647,0.248,0.300,9
F,0.650,0.500,0.170,1.405,0.694,0.318,0.324,11
F,0.670,0.525,0.195,1.370,0.607,0.295,0.407,12
F,0.695,0.525,0.205,1.819,0.819,0.403,0.453,13
F,0.705,0.555,0.195,1.752,0.711,0.421,0.516,12
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
I,0.285,0.205,0.070,0.106,0.039,0.029,0.034,5
I,0.360,0.265,0.085,0.186,0.068,0.037,0.061,7
I,0.385,0.290,0.100,0.258,0.100,0.061,0.086,6
I,0.400,0.315,0.100,0.323,0.143,0.073,0.091,6
I,0.430,0.330,0.095,0.320,0.118,0.065,0.123,7
I,0.435,0.375,0.110,0.415,0.170,0.076,0.145,8
I,0.450,0.335,0.115,0.394,0.195,0.071,0.110,7
I,0.475,0.355,0.135,0.477,0.214,0.090,0.143,8
I,0.475,0.360,0.110,0.452,0.191,0.099,0.130,8
I,0.485,0.370,0.140,0.506,0.242,0.088,0.146,8
I,0.510,0.395,0.105,0.552,0.234,0.127,0.165,8
I,0.515,0.390,0.120,0.565,0.235,0.135,0.179,9
I,0.520,0.410,0.140,0.699,0.340,0.129,0.195,10
I,0.525,0.400,0.140,0.606,0.261,0.108,0.210,9
M,0.530,0.425,0.155,0.790,0.307,0.171,0.260,9
M,0.530,0.425,0.130,0.702,0.297,0.140,0.220,9
M,0.530,0.420,0.135,0.675,0.294,0.156,0.182,10
I,0.530,0.395,0.115,0.475,0.203,0.101,0.148,8
I,0.530,0.410,0.150,0.612,0.243,0.152,0.190,11
I,0.535,0.400,0.145,0.705,0.306,0.137,0.220,10
I,0.535,0.450,0.135,0.728,0.284,0.184,0.265,9
F,0.555,0.440,0.140,0.846,0.346,0.172,0.274,10
M,0.555,0.460,0.160,0.860,0.335,0.194,0.275,10
M,0.560,0.465,0.145,0.887,0.335,0.220,0.270,9
F,0.560,0.430,0.145,0.898,0.390,0.233,0.245,9
I,0.565,0.430,0.125,0.654,0.281,0.139,0.210,9
I,0.575,0.450,0.145,0.795,0.364,0.150,0.260,10
M,0.575,0.465,0.120,1.054,0.516,0.218,0.235,9
F,0.575,0.460,0.150,0.927,0.333,0.207,0.298,9
I,0.580,0.420,0.140,0.701,0.329,0.102,0.226,9
M,0.580,0.450,0.155,0.828,0.321,0.198,0.244,8
F,0.585,0.420,0.155,0.985,0.442,0.215,0.287,13
M,0.585,0.470,0.145,0.957,0.403,0.236,0.265,9
I,0.590,0.450,0.125,0.860,0.437,0.151,0.245,9
M,0.595,0.480,0.185,1.179,0.526,0.297,0.314,10
M,0.615,0.480,0.185,1.220,0.498,0.315,0.330,10
M,0.615,0.455,0.130,0.969,0.490,0.182,0.266,10
F,0.620,0.500,0.175,1.107,0.489,0.240,0.343,11
I,0.620,0.480,0.180,1.131,0.528,0.266,0.306,12
M,0.620,0.480,0.155,1.256,0.527,0.374,0.318,11
M,0.625,0.495,0.155,1.177,0.505,0.278,0.345,9
M,0.625,0.500,0.185,1.242,0.600,0.248,0.335,10
M,0.630,0.490,0.160,1.090,0.407,0.224,0.354,12
F,0.630,0.475,0.150,1.072,0.433,0.297,0.315,8
F,0.645,0.510,0.155,1.129,0.501,0.240,0.342,10
F,0.650,0.505,0.175,1.208,0.510,0.262,0.390,10
F,0.650,0.495,0.175,1.227,0.528,0.258,0.370,11
F,0.655,0.520,0.175,1.472,0.627,0.270,0.450,13
F,0.665,0.525,0.180,1.579,0.678,0.229,0.456,14
M,0.670,0.520,0.175,1.476,0.627,0.379,0.374,10
M,0.675,0.540,0.175,1.554,0.664,0.278,0.512,12
F,0.675,0.540,0.210,1.593,0.686,0.318,0.450,11
M,0.695,0.580,0.200,1.899,0.675,0.478,0.529,13
F,0.695,0.535,0.175,1.361,0.546,0.281,0.465,10
F,0.705,0.560,0.170,1.458,0.607,0.318,0.440,11
M,0.740,0.580,0.205,2.381,0.816,0.469,0.488,12
I,0.205,0.155,0.045,0.050,0.024,0.011,0.014,3
I,0.305,0.230,0.075,0.145,0.059,0.030,0.050,6
I,0.320,0.230,0.060,0.129,0.061,0.028,0.035,7
I,0.355,0.270,0.100,0.226,0.110,0.042,0.064,7
M,0.425,0.305,0.110,0.359,0.173,0.087,0.098,9
I,0.425,0.310,0.095,0.350,0.165,0.071,0.100,8
F,0.450,0.365,0.115,0.589,0.318,0.121,0.133,8
M,0.515,0.385,0.130,0.623,0.285,0.129,0.175,10
F,0.520,0.375,0.135,0.537,0.221,0.117,0.170,8
I,0.525,0.400,0.125,0.566,0.243,0.119,0.175,8
M,0.555,0.445,0.130,0.863,0.422,0.155,0.240,9
F,0.610,0.490,0.170,1.137,0.461,0.282,0.344,12
I,0.350,0.260,0.095,0.221,0.099,0.043,0.070,8
I,0.380,0.275,0.095,0.242,0.106,0.049,0.210,6
I,0.460,0.340,0.100,0.386,0.180,0.087,0.097,8
M,0.465,0.355,0.120,0.531,0.273,0.097,0.140,8
M,0.475,0.385,0.120,0.562,0.289,0.090,0.153,8
M,0.565,0.445,0.140,0.836,0.406,0.161,0.225,9
M,0.570,0.450,0.140,0.927,0.477,0.161,0.252,8
M,0.570,0.440,0.145,0.881,0.360,0.196,0.274,10
M,0.595,0.460,0.155,1.030,0.427,0.207,0.331,10
F,0.605,0.480,0.175,1.169,0.481,0.231,0.356,9
F,0.615,0.455,0.135,1.059,0.473,0.263,0.274,9
M,0.620,0.460,0.170,1.127,0.535,0.264,0.296,7
M,0.625,0.470,0.170,1.167,0.461,0.257,0.395,11
F,0.680,0.520,0.185,1.541,0.599,0.395,0.458,10
M,0.680,0.540,0.195,1.782,0.556,0.324,0.428,11
M,0.680,0.520,0.175,1.543,0.752,0.351,0.374,11
F,0.710,0.555,0.170,1.470,0.537,0.380,0.431,12
M,0.500,0.385,0.120,0.633,0.231,0.125,0.235,14
F,0.545,0.420,0.175,0.754,0.256,0.177,0.275,10
F,0.460,0.365,0.115,0.449,0.165,0.083,0.170,14
M,0.535,0.410,0.150,0.810,0.345,0.187,0.240,11
M,0.335,0.260,0.075,0.220,0.086,0.040,0.085,6
F,0.425,0.350,0.100,0.443,0.175,0.075,0.175,7
M,0.410,0.325,0.100,0.355,0.146,0.072,0.105,9
I,0.170,0.105,0.035,0.034,0.012,0.009,0.005,4
I,0.335,0.250,0.095,0.185,0.080,0.050,0.055,8
M,0.520,0.425,0.125,0.790,0.372,0.205,0.190,8
F,0.530,0.410,0.145,0.826,0.375,0.204,0.245,9
M,0.500,0.420,0.125,0.620,0.255,0.150,0.205,11
F,0.615,0.475,0.145,0.953,0.392,0.195,0.320,9
M,0.575,0.450,0.160,0.955,0.440,0.169,0.270,16
M,0.570,0.450,0.155,0.910,0.326,0.190,0.355,14
M,0.455,0.350,0.105,0.416,0.163,0.097,0.145,11
I,0.370,0.275,0.085,0.204,0.096,0.056,0.080,6
M,0.445,0.370,0.125,0.515,0.249,0.087,0.159,9
F,0.675,0.535,0.220,1.604,0.618,0.425,0.453,14
M,0.385,0.300,0.115,0.344,0.165,0.085,0.102,6
F,0.375,0.295,0.110,0.300,0.126,0.058,0.103,7
M,0.560,0.440,0.130,0.826,0.242,0.202,0.285,10
M,0.550,0.410,0.150,0.785,0.282,0.186,0.275,12
F,0.570,0.465,0.155,0.969,0.446,0.261,0.255,9
F,0.485,0.400,0.155,0.731,0.236,0.183,0.255,11
M,0.410,0.335,0.115,0.441,0.190,0.085,0.135,8
I,0.335,0.255,0.085,0.178,0.071,0.041,0.055,9
M,0.655,0.515,0.200,1.373,0.443,0.338,0.490,16
F,0.565,0.450,0.165,0.977,0.322,0.244,0.370,12
F,0.570,0.440,0.190,1.018,0.447,0.207,0.265,9
F,0.550,0.465,0.150,1.082,0.357,0.194,0.190,14
F,0.630,0.475,0.175,1.423,0.415,0.339,0.490,14
M,0.475,0.370,0.125,0.655,0.266,0.172,0.185,10
F,0.655,0.500,0.180,1.415,0.508,0.314,0.445,18
I,0.320,0.235,0.065,0.139,0.058,0.022,0.050,5
M,0.525,0.395,0.165,0.782,0.285,0.141,0.285,19
F,0.525,0.430,0.165,0.717,0.289,0.174,0.195,10
F,0.500,0.390,0.130,0.635,0.251,0.164,0.195,15
F,0.440,0.340,0.135,0.398,0.150,0.095,0.135,8
F,0.490,0.385,0.160,0.656,0.245,0.171,0.205,9
M,0.545,0.440,0.165,0.744,0.287,0.204,0.250,15
F,0.450,0.360,0.110,0.447,0.203,0.082,0.130,12
F,0.515,0.400,0.115,0.578,0.191,0.144,0.170,9
I,0.330,0.250,0.075,0.141,0.056,0.035,0.050,5
F,0.525,0.410,0.150,0.708,0.274,0.151,0.250,12
M,0.295,0.225,0.090,0.139,0.048,0.046,0.050,9
M,0.545,0.450,0.160,0.862,0.292,0.154,0.365,16
F,0.645,0.500,0.225,1.626,0.587,0.406,0.410,15
M,0.450,0.355,0.115,0.478,0.180,0.118,0.155,10
F,0.610,0.490,0.170,1.177,0.566,0.238,0.295,15
I,0.380,0.300,0.100,0.286,0.131,0.056,0.090,7
F,0.565,0.455,0.130,1.058,0.439,0.265,0.300,10
F,0.670,0.545,0.160,1.542,0.599,0.257,0.495,15
M,0.540,0.425,0.120,0.817,0.294,0.153,0.195,10
I,0.290,0.225,0.075,0.152,0.071,0.059,0.045,9
I,0.410,0.330,0.105,0.335,0.152,0.074,0.110,7
F,0.460,0.375,0.120,0.491,0.221,0.088,0.170,7
F,0.560,0.440,0.155,0.971,0.431,0.263,0.255,9
F,0.575,0.450,0.100,0.931,0.431,0.222,0.235,12
M,0.620,0.500,0.200,1.221,0.461,0.263,0.430,12
M,0.515,0.400,0.140,0.737,0.295,0.184,0.185,16
F,0.560,0.460,0.180,0.970,0.342,0.196,0.355,12
F,0.500,0.400,0.150,0.808,0.273,0.112,0.295,13
I,0.435,0.355,0.125,0.407,0.153,0.074,0.165,9
M,0.495,0.380,0.135,0.629,0.263,0.142,0.215,12
F,0.595,0.500,0.180,1.053,0.441,0.192,0.390,13
M,0.760,0.575,0.190,1.829,0.704,0.386,0.560,14
F,0.615,0.500,0.165,1.177,0.488,0.244,0.345,17
F,0.565,0.460,0.150,0.876,0.345,0.193,0.275,10
I,0.140,0.105,0.035,0.015,0.005,0.004,0.005,4
M,0.445,0.345,0.140,0.476,0.205,0.102,0.108,15
F,0.525,0.430,0.125,0.813,0.332,0.166,0.177,12
I,0.160,0.120,0.020,0.018,0.007,0.004,0.005,4
M,0.635,0.480,0.235,1.064,0.413,0.228,0.360,16
M,0.575,0.470,0.165,0.853,0.292,0.179,0.350,16
M,0.380,0.270,0.095,0.219,0.084,0.051,0.070,6
M,0.245,0.180,0.065,0.064,0.025,0.013,0.020,4
I,0.480,0.390,0.150,0.627,0.276,0.134,0.185,13
I,0.455,0.365,0.135,0.441,0.151,0.117,0.145,9
F,0.455,0.375,0.125,0.458,0.199,0.111,0.120,10
M,0.455,0.355,0.135,0.474,0.186,0.093,0.168,13
I,0.355,0.270,0.100,0.216,0.083,0.037,0.075,10
I,0.520,0.405,0.140,0.676,0.286,0.146,0.205,15
I,0.540,0.400,0.145,0.757,0.315,0.181,0.215,11
I,0.520,0.390,0.140,0.733,0.241,0.144,0.260,19
I,0.560,0.445,0.165,1.028,0.454,0.253,0.275,11
F,0.520,0.410,0.160,0.712,0.284,0.153,0.225,10
I,0.615,0.460,0.190,1.066,0.433,0.226,0.330,13
F,0.645,0.490,0.190,1.306,0.479,0.356,0.345,18
I,0.565,0.430,0.135,0.855,0.321,0.177,0.275,11
M,0.295,0.230,0.085,0.125,0.042,0.029,0.043,8
M,0.375,0.280,0.095,0.223,0.087,0.043,0.080,10
I,0.525,0.400,0.140,0.696,0.240,0.160,0.253,10
M,0.395,0.280,0.080,0.266,0.100,0.066,0.090,12
F,0.500,0.400,0.165,0.711,0.270,0.145,0.225,20
F,0.470,0.350,0.115,0.487,0.196,0.127,0.155,8
I,0.580,0.420,0.160,0.728,0.273,0.190,0.190,14
I,0.500,0.380,0.155,0.667,0.275,0.156,0.180,12
I,0.725,0.550,0.220,2.050,0.773,0.441,0.655,10
F,0.650,0.515,0.215,1.498,0.564,0.323,0.425,16
F,0.670,0.535,0.185,1.597,0.627,0.350,0.470,21
I,0.550,0.440,0.165,0.861,0.312,0.169,0.300,17
F,0.490,0.370,0.115,0.541,0.171,0.117,0.185,11
I,0.235,0.180,0.060,0.058,0.022,0.015,0.018,6
I,0.235,0.175,0.080,0.065,0.021,0.018,0.021,5
M,0.520,0.410,0.115,0.770,0.263,0.157,0.260,11
F,0.475,0.400,0.115,0.541,0.186,0.102,0.210,13
M,0.530,0.425,0.110,0.739,0.237,0.161,0.295,13
F,0.350,0.275,0.065,0.205,0.074,0.046,0.070,10
M,0.555,0.420,0.145,0.870,0.307,0.258,0.250,14
M,0.505,0.390,0.105,0.655,0.260,0.180,0.190,11
F,0.540,0.440,0.160,1.091,0.391,0.230,0.355,15
F,0.525,0.400,0.115,0.629,0.256,0.144,0.180,11
M,0.550,0.450,0.175,1.099,0.377,0.215,0.400,14
M,0.550,0.440,0.160,0.991,0.348,0.168,0.375,20
I,0.235,0.175,0.065,0.061,0.021,0.020,0.019,6
M,0.525,0.410,0.165,0.800,0.264,0.199,0.250,13
M,0.475,0.365,0.140,0.618,0.202,0.144,0.190,16
F,0.530,0.400,0.165,0.772,0.285,0.198,0.230,12
F,0.525,0.415,0.150,0.716,0.235,0.171,0.270,13
F,0.530,0.425,0.130,0.717,0.211,0.166,0.255,13
F,0.465,0.390,0.110,0.635,0.181,0.157,0.225,13
I,0.315,0.235,0.080,0.180,0.080,0.045,0.047,5
I,0.465,0.355,0.120,0.581,0.255,0.091,0.184,8
M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
I,0.490,0.385,0.120,0.591,0.271,0.113,0.177,9
F,0.515,0.395,0.140,0.686,0.281,0.126,0.220,12
F,0.555,0.440,0.155,1.016,0.493,0.185,0.263,10
F,0.610,0.500,0.180,1.438,0.518,0.373,0.335,9
F,0.680,0.550,0.190,1.807,0.823,0.365,0.515,11
M,0.690,0.550,0.195,1.777,0.769,0.380,0.430,11
M,0.695,0.550,0.205,2.173,1.133,0.467,0.496,10
F,0.720,0.575,0.195,2.151,1.075,0.382,0.585,10
I,0.270,0.205,0.075,0.118,0.059,0.031,0.030,4
I,0.270,0.190,0.060,0.099,0.044,0.017,0.030,5
I,0.295,0.220,0.070,0.137,0.058,0.029,0.035,6
I,0.295,0.220,0.065,0.130,0.052,0.028,0.035,6
I,0.315,0.230,0.070,0.164,0.062,0.040,0.045,6
I,0.375,0.290,0.095,0.287,0.123,0.060,0.080,6
I,0.380,0.300,0.090,0.277,0.166,0.062,0.082,6
I,0.385,0.285,0.090,0.248,0.093,0.066,0.070,6
I,0.400,0.295,0.095,0.252,0.111,0.058,0.066,6
M,0.415,0.315,0.120,0.402,0.199,0.087,0.097,8
I,0.415,0.330,0.100,0.391,0.193,0.075,0.102,7
I,0.420,0.320,0.115,0.409,0.205,0.093,0.105,8
I,0.440,0.330,0.135,0.409,0.163,0.101,0.119,6
I,0.450,0.350,0.135,0.494,0.221,0.095,0.141,7
I,0.475,0.350,0.120,0.490,0.203,0.130,0.135,7
M,0.485,0.390,0.120,0.599,0.251,0.135,0.169,8
M,0.495,0.375,0.115,0.625,0.282,0.143,0.155,6
F,0.525,0.410,0.115,0.774,0.416,0.163,0.180,7
M,0.565,0.455,0.150,0.980,0.444,0.205,0.275,8
I,0.580,0.435,0.150,0.891,0.363,0.193,0.252,6
F,0.585,0.450,0.125,0.874,0.354,0.207,0.225,6
M,0.600,0.465,0.155,1.262,0.625,0.245,0.330,10
M,0.630,0.480,0.185,1.210,0.530,0.256,0.322,11
F,0.645,0.525,0.170,1.370,0.614,0.283,0.340,10
F,0.655,0.545,0.185,1.759,0.686,0.313,0.547,11
M,0.665,0.515,0.165,1.385,0.621,0.302,0.344,8
F,0.670,0.520,0.195,1.806,0.758,0.373,0.505,11
M,0.670,0.510,0.200,1.595,0.670,0.385,0.451,10
M,0.685,0.510,0.180,1.454,0.631,0.310,0.372,9
M,0.700,0.600,0.230,2.003,0.810,0.405,0.576,10
M,0.720,0.600,0.235,2.239,0.984,0.411,0.621,12
I,0.185,0.135,0.045,0.032,0.011,0.006,0.010,4
I,0.245,0.175,0.055,0.079,0.040,0.018,0.020,5
I,0.315,0.230,0.000,0.134,0.058,0.029,0.350,6
I,0.360,0.270,0.090,0.207,0.098,0.039,0.062,6
I,0.375,0.280,0.080,0.224,0.115,0.043,0.055,6
I,0.415,0.310,0.095,0.340,0.181,0.057,0.083,6
I,0.455,0.350,0.135,0.536,0.285,0.086,0.133,7
I,0.480,0.350,0.105,0.635,0.352,0.127,0.135,6
I,0.485,0.375,0.125,0.562,0.251,0.135,0.152,8
I,0.510,0.390,0.125,0.597,0.293,0.127,0.155,8
M,0.520,0.395,0.125,0.582,0.257,0.127,0.170,10
